Class,Message,clean_message,augmented_message
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,yeshe be truly greatbhaji state kallis best cricketer after sachin inch worldvery street_fighter to get out
0,You were supposed to wake ME up &gt;:(,you were supposed to wake me up gt,you be suppose to aftermath Maine up gt
0,Oic... I saw him too but i tot he din c me... I found a group liao...,oic i saw him too but i tot he din c me i found a group liao,oic iodine proverb him excessively merely iodine tot helium blare degree_centigrade Maine iodine found angstrom group Liao
0,"Sorry, I'll call later",sorry ill call later,regretful ailment call later
0,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""",hey hey werethe monkeespeople say we monkeyaround howdy gorgeous howu doin foundurself a jobyet sausagelove jen xxx,hey hey werethe monkeespeople say we monkeyaround hello gorgeous howu doin foundurself angstrom jobyet sausagelove jen thirty
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",sorry my battery died i can come by but im only getting a gram for now wheres your place,regretful my battery die iodine can semen by merely im lone acquiring angstrom gram for now wheres your topographic_point
0,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",well done blimey exercise yeah i kinda remember wot that is hmm,well make blimey exercise yea iodine rather remember wot that be hmm
0,I wont get concentration dear you know you are my mind and everything :-),i wont get concentration dear you know you are my mind and everything ,iodine habit get concentration beloved you know you are my mind and everything
0,LOL ... Have you made plans for new years?,lol  have you made plans for new years,lol rich_person you make plan for new old_age
0,10 min later k...,10 min later k,ten minute later kelvin
0,hanks lotsly!,hanks lotsly,Hanks lotsly
0,Thanks for this hope you had a good day today,thanks for this hope you had a good day today,thanks for this hope you have angstrom good day today
0,K:)k:)what are detail you want to transfer?acc no enough?,kkwhat are detail you want to transferacc no enough,kkwhat are detail you privation to transferacc no enough
0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,Oklahoma iodine volition Tell her to stay out yea information_technology be street_fighter merely we are optimistic things volition better this calendar_month
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan for any purpose 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,loan for any purpose five_hundred 75000 homeowner tenant welcome rich_person you be previously refuse we can still aid call free 0800 1956669 Oregon text back aid
0,Si si. I think ill go make those oreo truffles.,si si i think ill go make those oreo truffles,silicon silicon iodine think ailment go brand those oreo truffle
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON’T LIKE ME LIKE THAT SO DON’T WORRY.",look at amy ure a beautiful intelligent woman and i like u a lot i know u dont like me like that so dont worry,expression astatine amy ure angstrom beautiful intelligent woman and iodine like uracil angstrom batch iodine know uracil dont like Maine like that sol dont concern
0,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,i hope you thats the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,iodine hope you thats the consequence of being systematically intelligent and kind start request him about practicum links and support your ear open and all the best ttyl
0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",120 that call cost which i guess isnt bad miss ya need ya want ya love ya,long_hundred that call cost which iodine guess isnt bad girl ya need ya privation ya love ya
0,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,departure thru angstrom very different feelingwavering decision and header up with the Lapp be the Lapp individualtime volition mend everything iodine believe
0,Where did u go? My phone is gonna die you have to stay in here,where did u go my phone is gonna die you have to stay in here,where make uracil go my telephone be gonna die you rich_person to stay inch here
0,Great. Never been better. Each day gives even more reasons to thank God,great never been better each day gives even more reasons to thank god,great never be better each day give evening More reason to thank God
1,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,upgrdcentre orange customer you May now claim your free camera telephone ascent for your loyalty call now on 0207 153 9153 offer end twenty-sixth July technetium use optout available
0,"Sorry, I'll call later ok bye",sorry ill call later ok bye,regretful ailment call later Oklahoma bye
0,Ok i am on the way to railway,ok i am on the way to railway,Oklahoma iodine americium on the manner to railway
0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night ,great princess iodine love giving and receive oral pooch manner be my fave position how about you iodine enjoy devising love ltgt times per night
0,They don't put that stuff on the roads to keep it from getting slippery over there?,they dont put that stuff on the roads to keep it from getting slippery over there,they dont put_option that material on the roads to support information_technology from acquiring slippery over there
0,When are you going to ride your bike?,when are you going to ride your bike,when are you departure to drive your motorcycle
0,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup no need ill jus wait 4 e rain 2 stop,yup no need ailment jus delay four vitamin_E rain two stop
0,There are many company. Tell me the language.,there are many company tell me the language,there are many company Tell Maine the language
1,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,okmail beloved dave this be your final notice to collect your four Tenerife vacation Oregon 5000 cash award call 09061743806 from land_line technetium sae box326 cw25wx 150ppm
0,"How long has it been since you screamed, princess?",how long has it been since you screamed princess,how hanker hour_angle information_technology be since you shout princess
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered  ltgt  to my account and  ltgt dollars got removed so the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,nothing iodine mean that once the money enter your history here the bank volition remove information_technology flat rate person transfer ltgt to my history and ltgt dollar get remove sol the Banks differ and charge besides differbe certain you trust the 9ja person you are sending history details to cosine
